Frame_1,Frame_2,Frame_3,Frame_4,Frame_5,Label
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_340.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_342.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_344.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_346.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_348.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_330.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_332.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_334.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_336.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_338.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_320.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_322.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_324.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_326.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_328.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_310.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_312.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_314.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_316.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_318.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_300.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_302.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_304.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_306.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_308.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_290.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_292.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_294.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_296.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_298.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_280.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_282.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_284.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_286.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_288.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_270.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_272.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_274.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_276.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_278.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_260.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_262.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_264.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_266.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_268.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_250.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_252.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_254.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_256.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_258.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_240.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_242.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_244.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_246.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_248.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_230.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_232.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_234.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_236.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_238.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_220.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_222.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_224.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_226.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_228.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_210.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_212.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_214.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_216.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_218.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_200.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_202.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_204.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_206.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_208.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_190.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_192.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_194.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_196.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_198.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_180.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_182.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_184.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_186.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_188.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_170.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_172.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_174.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_176.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_178.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_160.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_162.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_164.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_166.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_168.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_150.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_152.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_154.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_156.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_158.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_140.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_142.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_144.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_146.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_148.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_130.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_132.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_134.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_136.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_138.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_120.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_122.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_124.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_126.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_128.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_110.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_112.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_114.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_116.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_118.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_100.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_102.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_104.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_106.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_108.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_90.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_92.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_94.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_96.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_98.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_80.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_82.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_84.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_86.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_88.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_70.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_72.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_74.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_76.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_78.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_60.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_62.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_64.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_66.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_68.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_50.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_52.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_54.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_56.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_58.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_40.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_42.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_44.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_46.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_48.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_30.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_32.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_34.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_36.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_38.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_20.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_22.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_24.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_26.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_28.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_10.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_12.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_14.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_16.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_18.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_0.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_2.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_4.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_6.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_8.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_480.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_482.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_484.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_486.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_488.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_470.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_472.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_474.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_476.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_478.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_460.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_462.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_464.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_466.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_468.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_450.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_452.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_454.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_456.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_458.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_440.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_442.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_444.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_446.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_448.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_430.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_432.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_434.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_436.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_438.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_420.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_422.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_424.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_426.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_428.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_410.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_412.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_414.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_416.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_418.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_400.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_402.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_404.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_406.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_408.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_390.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_392.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_394.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_396.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_398.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_380.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_382.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_384.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_386.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_388.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_370.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_372.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_374.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_376.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_378.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_360.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_362.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_364.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_366.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_368.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_350.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_352.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_354.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_356.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_358.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_340.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_342.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_344.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_346.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_348.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_330.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_332.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_334.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_336.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_338.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_320.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_322.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_324.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_326.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_328.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_310.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_312.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_314.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_316.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_318.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_300.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_302.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_304.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_306.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_308.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_290.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_292.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_294.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_296.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_298.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_280.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_282.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_284.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_286.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_288.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_270.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_272.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_274.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_276.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_278.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_260.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_262.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_264.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_266.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_002/frame_268.png,1
